index,title,reviews,recommends(%),authors,publisher,price_n,price_r
"195","我喜欢自己――邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！","479350","99.6","南希・卡尔森","河北教育出版社","17.90","35.80"
"196","我的情绪小怪兽（3-8岁） 信谊世界精选图画书","181244","100","安娜・耶纳斯","明天出版社","24.90","49.80"
"197","小王子（原版精美插图，傅雷翻译出版奖得主郑克鲁法文直译。揭秘作者传奇人生，展示与《小王子》有关的钱币、纪念章、邮票等）","256943","100","圣埃克苏佩里","浙江工商大学出版社","12.50","26.00"
"198","假如给我三天光明（中小学生课外阅读指导丛书）彩插无障碍阅读 智慧熊图书","19585","100","海伦","商务印书馆","20.50","22.80"
"199","消失的13级台阶（罗翔推荐！荣获日本推理小说至高荣誉江户川乱步奖！是否值得为一场痛快的复仇，陪葬掉自己的人生？）","346767","100","高野和明","上海文艺出版社","21.00","42.00"
"200","万历十五年 一本好书 腾讯视频栏目推荐","863005","99.5","黄仁宇","生活.读书.新知三联书店","15.60","26.00"
"201","房思琪的初恋乐园 （豆瓣9.2高分！数百万读者强烈共鸣的文学绝唱）","549010","100","林奕含","北京联合出版有限公司","27.40","45.00"
"202","米小圈脑筋急转弯（第一辑）（套装共4册）","692179","95.6","北猫","四川少儿出版社","28.80","64.00"
"203","银火箭少年科幻系列・第1辑（8册。“雨果奖”得主、三体作者刘慈欣主编，套装内作者作品曾获银河奖特等奖等多项国际大奖）","688184","100","刘慈欣","浙江教育出版社","103.80","256.00"
"204","一九八四（又译“1984”。奥威尔代表作，反乌托邦杰作之一）","252831","100","乔治・奥威尔","时代文艺出版社","14.40","32.00"
"205","青鸟（1911年诺贝尔文学奖得主梅特林克的童话剧，傅雷翻译出版奖获得者郑克鲁唯美翻译。幸福无须仰望，回首即是天堂）","88507","100","莫里斯・梅特林克","浙江工商大学出版社","16.20","19.00"
"206","皮特猫・3~6岁好性格养成书：第一辑（共6册）（乐观、积极、开朗…荣获多项大奖的好性格榜样）新老版随机发货","390977","100","艾瑞克・利温","文汇出版社","70.00","139.90"
"207","我愿生活冷冷清清又风风火火：有趣的灵魂，从来不需要在别人的世界里刷存在感。元气满满，自带光芒；心无所惧，又美又飒。","4885","100","�M�M","水利水电出版社","38.80","49.80"
"208","高效能人士的七个习惯（30周年纪念版）（全新增订版）（新增《纽约时报》畅销肖恩・柯维全新观点,管理大师吉姆・柯林斯作序）","315508","100","史蒂芬・柯维","中国青年出版社","56.50","79.00"
"209","城南旧事（《语文》阅读丛书）人民文学出版社","80933","100","林海音","人民文学出版社","26.00","26.00"
"210","撒哈拉的故事（豆瓣超42万读者9.2分推荐，传奇作家三毛代表作，2022版）","470432","100","三毛","南海出版公司","24.50","49.00"
"211","人生（茅盾文学奖得主路遥作品，电视剧《人生之路》原著，陈晓、李沁、张嘉倪主演。高加林一代青年冲开困境，去往人生新“路”。）","165994","100","路遥","北京十月文艺出版社","27.20","39.50"
"212","遇见未知的自己：全新修订版","406883","99.9","张德芬","湖南文艺出版社","26.00","52.00"
"213","罗尔德・达尔作品典藏 查理和巧克力工厂","389432","99.9","罗尔德・达尔","明天出版社","11.00","22.00"
"214","当下的力量（白金版）埃克哈特?托利经典之作，我们这个时代具有影响力的心灵经典！畅销书作家张德芬导读推荐！","19108","100","埃克哈特・托利","中信出版社","59.00","59.00"
"215","孙子兵法（中华经典名著全本全注全译丛书-三全本）","62653","100","陈曦","中华书局","20.60","26.00"
"216","月亮和六便士（毛姆代表作之一，全新导读+无删节详注版）","611698","99.9","毛姆","时代文艺出版社","12.20","27.00"
"217","少年读徐霞客游记","112651","100","刘兴诗","青岛出版社","50.00","100.00"
"218","人间小满：央视网推荐作者！第九届当当影响力作家！姑苏阿焦作品 ！最抚人心的烟火气，治愈心灵的小欢喜！","38159","100","姑苏阿焦","水利水电出版社","22.60","58.00"
"219","心喜阅绘本馆：善平爷爷的草莓（平装）（点读版）","29445","100","松冈","长江少年儿童出版社","11.30","25.00"
"220","通识第一课：从我到全世界（“欲成大器，须有通识”，给孩子搭建完整的通识体系。12大领域，360个通识主题，5000＋知识点，全12册。歪歪兔童书馆出品）","904","99.8","歪歪兔童书馆","海豚出版社","180.00","360.00"
"221","草房子：六年级推荐课外阅读书/曹文轩纯美小说系列","536954","99.9","曹文轩","江苏凤凰少年儿童出版社","9.90","22.00"
"222","透过地理看历史","59004","100","李不白","台海出版社","24.00","48.00"
"223","曾国藩传（张宏杰全新增补版：复盘曾国藩的人生路径及命运抉择）","159037","100","张宏杰","民主与建设出版社","56.10","78.00"
"224","长安客（《狂飙》高启强扮演者张颂文推荐，大唐版《人类群星闪耀时》，李白、杜甫、王维、白居易、元稹等八位诗人的命运特写）","144365","100","北溟鱼","天津人民出版社","22.50","45.00"
"225","我希望自己足够渺小","631","100","拾穗人","新星出版社","68.00","68.00"
"226","中国最美的100个地方 图说天下 寻梦之旅","26014","100","图说天下","四川人民出版社","20.00","29.90"
"227","底层逻辑：看清这个世界的底牌（俞敏洪、董宇辉东方甄选强势推荐）","174786","99.9","刘润","机械工业出版社","41.40","69.00"
"228","周易（中华经典名著全本全注全译丛书-三全本）","14865","99.9","杨天才","中华书局","41.40","49.00"
"229","边城（沈从文代表作）","216322","100","沈从文","中国友谊出版公司","15.70","32.00"
"230","这世界很好，但你也不差（打破满意度低幸福感差，这世界真叫人疲倦的死循环。万特特全新作品，《这世界很烦，但你要很可爱》姊妹篇）","116766","100","万特特","新世界出版社","22.00","49.00"
"231","不可思议的无花果，和关于它的幻想","318","100","西��清顺","新星出版社","68.00","68.00"
"232","半小时漫画中国史大全集（0-5）（中国史大全集！其实是一套严谨的极简中国史！看半小时漫画，通五千年历史！半小时漫画文库）","134332","100","陈磊・半小时漫画团队","海南出版社","134.70","269.40"
"233","骆驼祥子 七年级下册推荐阅读 中小学生课外阅读指导丛书 无障碍阅读 彩插励志版 40万多名读者热评！","420729","99.9","老舍","时代文艺出版社","13.40","15.80"
"234","小英雄雨来 红色经典故事快乐读书吧六年级上册推荐阅读中小学生课外阅读指导丛书无障碍阅读 彩插励志版 16万多名读者热评！","163060","100","管桦","南方出版社","16.80","19.80"
"235","动物农场（乔治・奥威尔经典的讽喻之作 ，也译“动物庄园”，后附英文版）","90661","100","乔治・奥威尔","时代文艺出版社","10.80","24.00"
"236","人类群星闪耀时（无删减全译本。《一个陌生女人的来信》作者茨威格的传记杰作，14位时代英雄，14个人类命运攸关的历史时刻）","160052","100","斯蒂芬・茨威格","时代文艺出版社","12.60","28.00"
"237","这世界很烦，但你要很可爱 专享版（只要你可爱，这个世界也会变得可爱）","110444","100","杨红","水利水电出版社","35.90","46.00"
"238","妈妈的情绪影响孩子的一生","29719","100","蒋小芳","中国轻工业出版社","19.10","39.80"
"239","我与地坛（精装插图珍藏版2020）","68710","100","史铁生","湖南文艺出版社","28.00","56.00"
"240","是谁嗯嗯在我的头上――邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！","331305","99.8","维尔纳霍・尔茨瓦特","河北教育出版社","19.90","39.80"
"241","终身成长：重新定义成功的思维模式","330864","100","卡罗尔・德韦克","江西人民出版社","24.90","49.80"
"242","青春期男孩的枕边书 （图解版）","129","100","乔乐","四川辞书出版社","49.80","49.80"
"243","吸引力法则（稻盛和夫推荐学习的课程。掌握吸引力法则是创造梦想人生的关键！销售、谈判、职场、人际关系……成功工具书。）","124014","100","杰克・坎菲尔德","光明日报出版社","14.30","29.80"
"244","如果历史是一群喵1-11（套装共11册）","43948","99.9","肥志","广东旅游出版社","399.00","637.40"
"245","乌合之众 : 大众心理研究（群体心理学创始人古斯塔夫・勒庞代表作之一。极简翻译文风，语言深入浅出，减少艰深晦涩）","735135","100","古斯塔夫・勒庞","民主与建设出版社","10.20","26.00"
"246","骆玉明古诗词课签章版（复旦爆火诗词课！听骆老师讲诗词，总是鼻子酸酸的、心里暖暖的！张新颖、王安忆推荐！）（读客三个圈经典文库）","9976","100","骆玉明","江苏凤凰文艺出版社","38.94","59.90"
"247","列那狐的故事 快乐读书吧 五年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 96000多名读者热评！","166252","100","玛特","南方出版社","13.40","15.80"
"248","兄弟（余华巅峰之作！有的人活着，生死疲劳；有的人活着，任性逍遥。一部真正伟大又好看的小说。2022新版）","81925","100","余华","北京十月文艺出版社","54.50","79.00"
"249","时间从来不语，却回答了所有问题（文学大师季羡林百岁人生的智慧精粹，未来不足惧，过往不须泣，只有时间才懂人心。）","145619","100","季羡林","百花洲文艺出版社","27.50","55.00"
"250","新海诚：铃芽之旅 简体中文版（精装，随书附赠全彩书签+随机一款海报）动画电影《铃芽之旅》原作小说","6987","100","新海诚","新星出版社","36.00","45.00"
"251","正是橙黄橘绿时（“中国好书奖”获得者肖复兴暖心新作，温暖你的三餐和四季！随书附赠作者手绘藏书票一张）","35829","100","肖复兴","北京联合出版有限公司","23.00","48.00"
"252","草木有情且美（安意如倾情推荐：一个女子如果懂得与草木相约， 平常的日子也会淡淡生香）","1061","99.7","子梵梅","南海出版公司","59.80","59.80"
"253","不爱说话的十一岁・纽伯瑞儿童文学奖金奖（写尽8~12岁孩子的心事！孩子到了有心事的年纪，只需要倾听、倾听和倾听）","60510","100","艾琳.恩瑞达.凯莉","文汇出版社","17.90","35.80"
"254","和唐朝诗人握个手","1756","100","急脚大师","南方出版社","27.80","58.00"
"255","也许你该找个人聊聊（李松蔚审校并作序，心理学泰斗欧文・亚隆力荐；入选豆瓣TOP250图书，2.5万人9.0高分推荐）","124961","100","洛莉・戈特利布","上海文化出版社","34.00","68.00"
"256","夏天、烟火和我的尸体（张震、田�D推荐。乙一16岁惊世成名作，高口碑暗黑杰作，获第6届JUMP小说大奖）","271831","100","乙一","南海出版公司","22.50","45.00"
"257","长青藤国际大奖小说书系：想赢的男孩","140606","100","杰里・斯皮内利","云南出版集团公司 晨光出版社","11.80","20.00"
"258","古文观止（上下册，原文+导读+注释+翻译，特别适合青少年）","286793","99.9","吴楚材","浙江教育出版社","23.40","52.00"
"259","嫌疑人X的献身（易烊千玺推荐。2022年新版，500万册纪念，限量赠东野亲笔寄语卡）","873340","99.6","东野圭吾","南海出版公司","29.50","59.00"
"260","给孩子的第一本法律启蒙书（听北大法学硕士讲法制故事， 孩子不可不知的法律常识）","12663","100","曹照鹏","民主与建设出版社","24.90","49.80"
"261","不可思议的文明奇迹 涵盖历史地理多学科领域 精装版","59501","100","郭子林","石油工业出版社","20.00","50.00"
"262","我不敢说，我怕被骂――邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！","590061","100","皮姆・范・赫斯特","北京联合出版公司","19.90","39.80"
"263","哒哒哒哒菜园记","920","100","伊藤礼","新星出版社","45.00","45.00"
"264","亮丽精美触摸书：小兔比利","96872","99.9","莫里斯・普莱格尔","未来出版社","26.80","68.80"
"265","最好的面包店","16219","100","张越","北京联合出版有限公司","28.00","56.00"
"266","枪炮、病菌与钢铁（赠解读册）","86470","100","贾雷德・戴蒙德","中信出版社","66.70","89.00"
"267","红岩（激励了无数青年的爱国情怀和奋斗热情）","753653","99.9","罗广斌","中国青年出版社","22.70","36.00"
"268","人类简史：从动物到上帝（第十届文津奖作品。颠覆认知，刷新世界观！我们的过去尽在此书！尤瓦尔赫拉利著，新老版封面随机发）","782066","99.9","尤瓦尔・赫拉利","中信出版社","40.80","68.00"
"269","家庭的觉醒","40868","100","沙法丽","上海社会科学院出版社","24.40","48.80"
"270","丛林故事 中小学生课外阅读指导丛书 无障碍阅读彩插励志版 儿童文学经典1万多名读者热评！","11128","100","鲁德亚德","南方出版社","21.10","24.80"
"271","苏格拉底的申辩","60802","100","柏拉图","华夏出版社","30.40","49.00"
"272","一读就入迷的中国史","42","100","陆锋","成都时代出版社","26.50","68.00"
"273","没头脑和不高兴（注音版）","509679","100","任溶溶","浙江少年儿童出版社","15.00","25.00"
"274","调皮的日子新版（套装3册）","63711","99.9","秦文君","春风文艺出版社","44.60","81.00"
"275","国际大奖小说・升级版--一百条裙子","173545","100","埃莉诺・埃斯特斯","新蕾出版社","8.00","16.00"
"276","童年漫游者","469","99.8","安德","北京联合出版有限公司","55.00","55.00"
"277","米小圈上学记二年级（套装共4册）","458749","100","北猫","四川少儿出版社","45.00","100.00"
"278","罗尔德・达尔作品典藏 了不起的狐狸爸爸","683659","99.9","罗尔德・达尔","明天出版社","7.50","15.00"
"279","曾仕强详解易经系列1：易经真的很容易（精装）","19535","99.4","曾仕强","陕西师范大学出版社","24.50","32.00"
"280","歪歪兔逆商教育系列图画书合集全20册（儿童情绪与行为引导培养，逆商培养挫折教育，歪歪兔童书馆出品）","393036","99.7","歪歪兔关键期早教项目组","海豚出版社","80.00","160.00"
"281","99%诱拐","4245","100","冈岛二人","化学工业出版社","47.00","48.00"
"282","新版・长青藤国际大奖小说书系・第3辑：作文里的奇案","38092","100","伊夫","云南出版集团公司 晨光出版社","15.30","26.00"
"283","小镇喧嚣：一个乡镇政治运作的演绎与阐释","45718","100","吴毅","生活书店出版有限公司","40.80","68.00"
"284","喝月亮的女孩・纽伯瑞金奖","58327","100","凯莉・巴恩希尔","贵州人民出版社","19.90","39.80"
"285","花婆婆――清华附小推荐的经典绘本！美国国家图书奖作品！","565614","99.6","芭芭拉库尼","河北教育出版社","19.90","39.80"
"286","学会管自己幼儿版-歪歪兔自控力教育系列绘本（全10册，幼儿园情绪管理与时间管理绘本）","236179","99.9","歪歪兔关键期早教项目组","海豚出版社","39.60","88.00"
"287","知行合一王阳明大全集（套装共3册）（全面解读知行合一理念的经典全集）","71945","100","度阴山","江苏凤凰文艺出版社","59.00","118.00"
"288","小狗钱钱（附赠免费亲子财商课+理财秘籍思维导图）","358135","100","博多・舍费尔","中信出版社","19.90","39.80"
"289","我们仨（新版）","1596640","99.8","杨绛","生活.读书.新知三联书店","21.00","28.00"
"290","理想国（2020全译本，西方哲学的源头，清华大学、北京大学图书馆借阅榜首位）","99403","100","柏拉图","民主与建设出版社","39.20","56.00"
"291","荒原狼（梁永安推荐！治愈一个社恐内心的焦虑，只需要读一遍荒原狼！收录专家深度导读、黑塞珍贵信件) (读客三个圈经典文库)","18141","100","赫尔曼・黑塞","江苏凤凰文艺出版社","29.90","59.90"
"292","流浪的地球（《三体》作者刘慈欣绚丽想象力之作，关乎人类命运共同体的科幻遐想，大人孩子均可阅读。)","688184","100","刘慈欣","浙江教育出版社","14.20","29.00"
"293","自卑与超越（也译作《超越自卑》。个体心理学创始人阿德勒代表作之一）","141181","100","阿尔弗雷德・阿德勒","民主与建设出版社","13.50","30.00"
"294","海豚绘本花园：会飞的挖土机（平）（点读版）","190688","100","伊恩","长江少年儿童出版社","9.90","22.00"
"295","男孩，你要学会保护自己","60","100","乔乐","四川辞书出版社","49.80","49.80"
"296","月亮与六便士（曾获豆瓣9.4高分评论，一本好书、腾讯视频栏目推荐）","232318","99.8","毛姆","南海出版公司","17.50","35.00"
"297","茶花女 世界名著典藏","75214","99.9","小仲马","中央编译出版社","8.00","16.00"
"298","基层女性","53461","100","王慧玲","中国友谊出版公司","27.40","49.80"
"299","他在云之南（人气作家景行燃情悬爱力作！随书附赠“追光”书签。）","62247","100","景行","百花文艺出版社","19.90","39.80"
"300","生命的重建 原版套装","48598","100","露易丝・海","中国宇航出版社","25.40","50.80"
"301","青铜葵花（精装典藏版）","25803","100","曹文轩","天天出版社有限责任公司","17.64","49.00"
"302","南京大屠杀:第二次世界大战中被遗忘的大浩劫（《南京浩劫：被遗忘的大屠杀》）","152274","99.9","张纯如","中信出版社","33.80","49.00"
"303","漫画中国史全套8册 这才是孩子爱看的半小时漫画中国史史记通史儿童科普读物中小学生历史故事作文素材课外阅读畅销书","22918","100","青蓝图书","中航出版传媒有限责任公司","198.00","198.00"
"304","小学生安全漫画：男童安全（最安全的地方仍然存在危险，现在、立刻、马上，帮助男孩强化安全意识！）（小学生安全漫画系列）","8315","99.9","读客小学生阅读研究社.安全组","江苏凤凰文艺出版社","16.40","32.80"
"305","我的情绪小怪兽","84059","100","安娜・耶纳斯","陕西人民教育出版社","53.80","138.00"
"306","养育男孩（典藏版）","622806","99.9","史蒂夫・比达尔夫","中信出版社","19.90","39.80"
"307","中华人民共和国民法典(32开压纹烫金版 附草案说明)2021年1月起正式施行  团购电话：4001066666转6","200789","100","法律出版社","法律出版社","8.10","28.00"
"308","臣服实验（当当专享赠送设计师排版中英金句小册子）","52742","100","迈克・A","南京大学出版社","29.50","59.00"
"309","波西和皮普11册超值套装赠同款精美贴纸（小小聪明豆系列绘本）0-3岁低幼启蒙情绪管理绘本，发现快乐，体验成长！","280911","100","阿克塞尔・舍夫勒","外语教学与研究出版社","68.50","137.00"
"310","少有人走的路：心智成熟的旅程（白金升级版）","232573","100","M.斯科特・派克","北京联合出版有限公司","20.10","42.00"
"311","人生由我：比“硅谷钢铁侠”埃隆・马斯克更酷的硬核母亲。励志版“向前一步”","114067","100","梅耶・马斯克","中信出版社","38.30","59.00"
"312","富爸爸穷爸爸（新版本）当当投资理财类图书！本版随书附赠价值198元的“小白财商在线课程”","570317","100","罗伯特・清崎","四川人民出版社","42.70","89.00"
"313","面纱（50岁时毛姆写下这个近乎完美的爱情故事，因为每个人都在故事中找到了自己）","131996","100","毛姆","江西人民出版社","19.90","39.80"
"314","男孩，你要学会强大自己（为男孩开启成长加油站，提升青春期男孩的精神与智慧。）","72","100","国成彪","四川辞书出版社","49.80","49.80"
"315","汤姆索亚历险记 快乐读书吧 六年级下册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 350000多名读者热评！","476856","99.9","马克","时代文艺出版社","12.60","14.80"
"316","简爱（英国女作家夏洛蒂・勃朗特的长篇小说，翻译家宋兆霖未删节全译本）","283396","99.7","夏洛蒂勃朗特","作家出版社","13.40","29.80"
"317","新史纪丛书・恶病年代：骑士、瘟疫、百年战争与金雀花王朝的凋落（精装）","631","100","埃德・韦斯特","化学工业出版社","48.80","49.80"
"318","海蒂怀孕大百科（全新第5版，  百万育儿大V大J小D、年糕妈妈推荐！）","150114","99.9","海蒂・麦考夫","南海出版公司","34.00","68.00"
"319","秘密花园（《语文》阅读丛书）人民文学出版社","37326","100","弗朗西丝・伯内特","人民文学出版社","24.00","24.00"
"320","围城","267002","99.9","钱钟书","人民文学出版社","28.50","36.00"
"321","厚黑学全集（足本典藏版，林语堂、南怀瑾、柏杨、李敖历经沉浮，感悟作序）","153320","99.9","李宗吾","中国友谊出版公司","14.90","29.80"
"322","歪歪兔行为习惯系列互动图画书（全10册）","245987","99.6","歪歪兔关键期早教项目组","海豚出版社","40.50","90.00"
"323","趣读三十六计(漫画版)6-12岁中小学课外阅读国学经典 历史儿童文学漫画故事书 培养孩子解决问题的思路和策略学习解决问题的能力","2592","100","刘鹤","成都地图出版社","27.80","39.80"
"324","好好吃的水果蔬菜：全3册（从辅食期就应该看的“下饭”玩具书、纸板书，让小宝宝好好吃饭不挑食）","48077","100","木下惠","长江少年儿童出版社","58.50","150.00"
"325","命运（蔡崇达新书，畅销400万册《皮囊》作者长篇新作。刘德华、韩寒、白岩松、李敬泽、程永新联袂推荐！一个人的无常，所有人的命运）","76207","100","蔡崇达","浙江文艺出版社","29.90","59.80"
"326","活出生命的意义","137241","99.9","弗兰克尔","华夏出版社","29.00","36.00"
"327","牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、李现、黄轩、TFBOYS、高圆圆推荐，能改变一个人一生的书）","666004","99.9","保罗・柯艾略","北京十月文艺出版社","24.10","35.00"
"328","中国传世寓言图画书（礼盒装全35册）","644","99.5","戴敦邦","长江少年儿童出版社","133.00","350.00"
"329","小英雄雨来 快乐读书吧 六年级（上）精美插图版 儿童文学经典 中小学生课外阅读经典 6万多名读者热评！","148675","100","管桦","北京教育出版社","13.20","18.80"
"330","中国古代文化常识 （插图修订第4版）","171126","99.7","王力","北京联合出版公司","30.00","60.00"
"331","在峡江的转弯处：陈行甲人生笔记 （当当专享亲笔信，南方周末、万圣书园2021十大好书）","5033","99.9","陈行甲","人民日报出版社","24.00","48.00"
"332","自律的你真美：内附60幅超萌漫画，轻松打败拖延和逃避","20808","100","美崎荣一郎","四川文艺出版社","41.80","45.00"
"333","昆虫记（《语文》推荐阅读丛书）八年级上册推荐阅读 人民文学出版社","123484","100","亨利・法布尔","人民文学出版社","26.00","26.00"
"334","名画里看世界 给孩子能读懂的美学科普 精装版","104810","100","钟华","北京联合出版有限公司","20.00","50.00"
"335","博物馆艺术拾珍：收敛篇（汇集10座世界知名综合、时代博物馆100余件镇馆之宝）","1062","100","梁进","化学工业出版社","42.20","88.00"
"336","罗尔德・达尔作品典藏（彩图拼音版）―了不起的狐狸爸爸","356737","100","罗尔德・达尔","明天出版社","14.00","28.00"
"337","孙子兵法・三十六计 （全本无删减）美绘本 青少版 无障碍阅读 少年读经典","36174","100","孙武","北京教育出版社","23.80","29.80"
"338","铃木绘本第6辑 相亲相爱的青蛙三兄弟（亲情 手足 动物科普 相处）3-6岁 情商培养系列","53674","100","吉本宗","化学工业出版社","18.00","18.00"
"339","透过地理看历史+三国篇+大航海（套装版）","2804","99.9","李不白","人民日报出版社","119.00","225.80"
"340","经典常谈 朱自清著八年级下册语文教材名著导读推荐阅读书目 适合学生自主阅读的课外阅读读本 一部讲述中国传统经典文化的著作","23362","100","朱自清","南方出版社","20.10","26.80"
"341","望江南（2022中国好书获奖作品！你一句春不晚，我就到了真江南。茅奖得主王旭烽，沉潜26年，最新长篇小说力作。）","107754","100","王旭烽","浙江文艺出版社","37.40","68.00"
"342","人生只有一件事:教你如何活得更好","75612","100","金惟纯","中信出版社","38.30","59.00"
"343","青蛙和蟾蜍（拼音版）（7-12岁） 信谊世界精选图画书","32618","100","艾诺・洛贝尔","明天出版社","36.40","72.80"
"344","国际大奖小说・成长版――仙境之桥","9506","100","凯瑟琳","新蕾出版社","15.00","30.00"
"345","一千零一夜 快乐读书吧五年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读彩插励志版 5万多名读者热评！","51386","100","邵珠磊","南方出版社","19.40","22.80"
"346","中国文化要略(第4版)","27684","99.6","程裕祯","外语教学与研究出版社","43.40","49.90"
"347","外婆的道歉信（外婆说，要大笑要做梦要与众不同。人生是一场伟大的冒险。销量突破100万册。随书附赠一封神秘道歉信）","637815","99.9","弗雷德里克・巴克曼","天津人民出版社","21.00","42.00"
"348","三体1（典藏版）","114973","99.9","刘慈欣","重庆出版社","18.60","26.00"
"349","一只很没耐心很没耐心的毛毛虫（全3册）包邮","7177","100","罗斯・布拉奇","中信出版社","29.00","58.00"
"350","博物馆艺术拾珍：发散篇（汇集20座世界知名地域、特色博物馆100余件镇馆之宝）","1755","99.9","梁进","化学工业出版社","42.20","88.00"
"351","小猪唏哩呼噜(注音版上下)","681684","99.9","孙幼军","春风文艺出版社","22.00","40.00"
"352","父母话术训练 父母的语言里藏着孩子的未来！","2715","100","李静","古吴轩出版社","20.10","42.00"
"353","秘密（经典身心灵励志读物，为人生带来喜悦转变的能量之书，“吸引力法则”三部曲扛鼎之作。）","250051","99.8","朗达・拜恩","湖南文艺出版社","28.00","56.00"
"354","山茶文具店（日本畅销作家小川糸备受好评暖心之作）","257877","100","小川糸","湖南文艺出版社","24.90","49.80"
"355","孩子读得懂的漫画民法典（一本真正教会孩子学法、守法、懂法、用法的漫画普法书）","1260","99.9","杜自力","湖南少年儿童出版社","24.90","49.80"
"356","沟通的方法（畅销60万册 得到CEO脱不花为你准备的沟通心法，助你职场一路开挂。现在加入沟通的无限游戏吧）","150955","100","脱不花","新星出版社","49.00","69.00"
"357","刘擎西方现代思想讲义（奇葩说导师、得到App主理人刘擎讲透西方思想史，马东、罗振宇、陈嘉映、施展力荐）","134309","100","刘擎","新星出版社","59.00","79.00"
"358","到历史上的都城去旅行（25座古都串起一部简明、清晰的中国史，带孩子旅行告别“外行看热闹”。圆脊精装，7-14岁适读。歪歪兔童书馆出品）","8439","100","歪歪兔童书馆","海豚出版社","60.80","135.00"
"359","大地球 给孩子的地球探险科普绘本 秒懂自然运转的奥秘 精装版","64589","100","张玉光","北京联合出版有限公司","34.50","50.00"
"360","抱抱（0-3岁） 信谊世界精选图画书","97757","100","作绘者","明天出版社","22.90","45.80"
"361","内证观察笔记：真图本中医解剖学纲目（增订本）","54129","99.6","无名氏","广西师范大学出版社","31.70","46.00"
"362","国际大奖小说――偷莎士比亚的贼","7444","100","加里・布莱克伍德","新蕾出版社","15.00","30.00"
"363","断舍离（经典断舍离，山下英子初版全本）","1100575","99.9","山下英子","广西科学技术出版社","31.40","32.00"
"364","八次危机：中国的真实经验1949-2009","114620","99.8","温铁军","东方出版社","39.00","55.00"
"365","山海奇想录:乌有镇历险记（少年中国成长系列，依托《山海经》为故事背景，充满奇幻瑰丽的山海冒险之旅。手绘精美插图）","8293","100","寻麦","民主与建设出版社","20.80","27.80"
"366","阅读是一座随身携带的避难所（罗翔推荐版本。“阅读应该是愉悦的，怎么思考就有怎么样的人生”。）","87376","100","毛姆","江西人民出版社","21.00","42.00"
"367","蛙（茅盾文学奖获奖作品，诺奖得主莫言畅销不衰的代表作；书写计划生育时代的大爱之书）","150004","100","莫言","浙江文艺出版社","35.20","49.00"
"368","骆驼祥子 小学生儿童文学三四五六年级8-9-10-12岁课外阅读书籍青少年世界名著童话故事书彩图美绘版","125563","100","老舍","北京日报出版社","16.70","19.80"
"369","国际大奖小说--波普先生的企鹅","5279","100","理查德・阿特沃特","新蕾出版社","12.50","25.00"
"370","屁屁侦探思维进阶版 第一辑（精装4册）","58042","100","Troll","二十一世纪出版社","70.00","140.00"
"371","窄门（诺贝尔文学奖经典 读完《窄门》便读懂了纪德的一生 法文直译全新版 “你希望很快忘记吗？―我希望永远不忘”）","88288","100","安德烈・纪德","天津人民出版社","22.50","45.00"
"372","如果历史是一群喵：夏商西周篇","72661","100","肥志","黑龙江美术出版社","33.32","49.00"
"373","古汉语常用字字典(第5版)新版商务印书馆 王力古汉语字典词典文言文工具书汉语中学生小学生教辅工具书实用工具书","523495","99.9","王力","商务印书馆","34.00","39.90"
"374","我有友情要出租（拼音版）","264605","100","方素珍","新疆青少年出版社","8.80","18.00"
"375","法布尔昆虫记（全10册）（儿童彩图版）","390672","99.6","高苏珊娜","北京科学技术出版社","99.00","198.00"
"376","知行合一王阳明（百万读者的心学入门书！深入解读知行合一及其创始人王阳明的通俗全传！樊登读书、书单来了等媒体推荐！）","159590","99.8","度阴山","江苏凤凰文艺出版社","24.90","49.90"
"377","手绢上的花田（日本童话作家安房直子的代表作，走进不可思议的幻想世界，培养非凡的想象力和感受力，给孩子润物无声的美善教育）","84438","99.8","安房直子","接力出版社","18.70","25.00"
"378","打开中国：了不起的建筑","6914","99.9","王晶","电子工业出版社","116.20","298.00"
"379","大个子老鼠小个子猫（注音版）1（新版本）","157020","99.9","周锐","春风文艺出版社","11.00","20.00"
"380","黑色棉花田-――百年国际大奖小说 2016年安徒生奖获得者曹文轩主编。纽伯瑞儿童文学奖金奖、美国国家图书奖获奖小说。美国教育协会推荐童书。","11165","100","米尔德里德・泰勒","南方出版社","11.30","25.00"
"381","乡土中国（精装版 附赠书签）","168215","100","费孝通","青岛出版社","22.80","28.00"
"382","博物馆寻宝记 藏在国宝中的文物简史 精装版","53997","100","王露","石油工业出版社","20.00","50.00"
"383","十二生肖的故事――首届丰子恺儿童图画书奖得主  赖马作品！","197320","100","赖马","河北教育出版社","22.90","45.80"
"384","张素芳小儿推拿技法图谱（汉竹）","34561","100","张素芳","江苏科学技术出版社","23.90","49.80"
"385","西游记幼儿美绘本（全10册）（点读版）","125314","99.9","吕进","少年儿童出版社","77.60","199.00"
