index,title,reviews,recommends(%),authors,publisher,price_n,price_r
"72","小狗钱钱（附赠免费亲子财商课+理财秘籍思维导图）","281951","100","博多・舍费尔","中信出版社","19.90","39.80"
"73","遥远的救世主+天幕红尘+天局（王志文主演电视剧《天道》原著小说，豆豆矫健三部曲一套读懂世界。）","32784","99.8","豆豆","作家出版社","67.00","134.00"
"74","大熊先生盖房子（澳大利亚青少年图书奖获奖作家、加拿大总督奖获奖绘者联袂打造）","92516","100","珍・戈德温","中译出版社","22.10","45.00"
"75","山月记（如果你很迷茫！自我拉扯！一定要读《山月记》。日本文豪中岛敦笔下的中国物语，常年入选日本国语教材）【果麦经典】","162144","99.9","中岛敦","三秦出版社","22.50","45.00"
"76","狼王梦（升级版）/动物小说大王沈石溪・品藏书系","681401","99.9","沈石溪","浙江少年儿童出版社","13.00","26.00"
"77","趣说中国史：如果把中国422位皇帝放在一个群里，他们会聊些什么？","186916","100","趣哥","台海出版社","24.90","49.80"
"78","小巴掌童话注音版8册百篇张秋生著 小学生课外读本","261571","100","张秋生","山东科学技术出版社","43.10","110.40"
"79","三毛流浪记（彩图注音读物）","565441","99.9","张乐平","少年儿童出版社","19.00","38.00"
"80","月光落在左手上（精装珍藏版）","107152","99.8","余秀华","北京十月文艺出版社","29.00","58.00"
"81","二十四节气自然绘本 让孩子了解自然的瞬息万变 科普百科绘本","157731","100","肖克之","北京联合出版有限公司","67.90","79.90"
"82","夏洛的网(2020版）（三年级阅读经典书目）","1105625","99.3","怀特","上海译文出版社","25.50","37.00"
"83","橘子不是唯一的水果","194904","99.8","珍妮特・温特森","北京联合出版有限公司","24.50","49.00"
"84","罪与罚（“俄罗斯文学天才”陀思妥耶夫斯基成名之作，人能从洁白里拷打出罪恶，也能从罪恶中拷打出洁白）","28890","99.9","陀思妥耶夫斯基","台海出版社","40.00","58.00"
"85","罗尔德・达尔作品典藏（彩图拼音版）―了不起的狐狸爸爸","283259","100","罗尔德・达尔","明天出版社","14.00","28.00"
"86","哈利・波特与魔法石 (平装)（《语文》教材推荐阅读书目，外国儿童文学经典，新英国版封面平装版）","335877","99.9","J.K.罗琳","人民文学出版社","26.10","42.00"
"87","一起去看冬奥会（冬季奥运会互动立体书，知识与趣味的互动阅读体验，不去现场也能了解北京冬奥）","4657","99.9","新华通讯社","新华出版社","92.80","238.00"
"88","毛泽东选集（全四册，32开）","264510","99.9","毛泽东","人民出版社","68.40","81.00"
"89","走遍世界 图说天下 寻梦之旅","157194","100","王秀莉","四川人民出版社","22.10","29.90"
"90","心若菩提(增订本)","79833","100","曹德旺","人民出版社","66.70","79.00"
"91","第一人称单数（村上春树2021新书，村上回归之作！随书附赠音乐导览手册）","25475","99.9","村上春树","花城出版社","56.00","56.00"
"92","高效能人士的七个习惯（30周年纪念版）（全新增订版）（新增《纽约时报》畅销肖恩・柯维全新观点,管理大师吉姆・柯林斯作序）","241509","100","史蒂芬・柯维","中国青年出版社","43.40","79.00"
"93","中华人民共和国民法典（64开便携版 压纹烫金版）2020年6月新版","32604","100","法律出版社","法律出版社","7.00","18.00"
"94","世界尽头的咖啡馆（做决定前读一遍，少走弯路！美国57所高校指定研讨读物）","108402","100","约翰・史崔勒基","天津人民出版社","29.90","45.00"
"95","青铜葵花（当当网定制版）","233303","99.1","曹文轩","天天出版社有限责任公司","12.50","25.00"
"96","真希望我父母读过这本书","66766","100","菲莉帕・佩里","中信出版社","31.20","48.00"
"97","丰子恺万般滋味，都是生活","578905","100","丰子恺","华中科技大学出版社","18.90","42.00"
"98","父母的语言：父母的语言里藏着孩子的未来","580","100","张正鸣","民主与建设出版社","17.50","35.00"
"99","罪与罚（刑法学罗翔老师推荐版本，用爱和生活去对抗痛苦！）【果麦经典】","91154","100","陀思妥耶夫斯基","浙江文艺出版社","34.00","68.00"
"100","信谊世界精选图画书-猜猜我有多爱你","107526","100","山姆・麦克布雷尼","明天出版社","25.80","43.80"
"101","呼兰河传・生死场（精装版，萧红经典作品合订本，以20世纪三四十年代初版为底本，精心编校，2019精装典藏版）","28712","100","萧红","时代文艺出版社","21.20","45.00"
"102","作家榜经典：月亮与六便士（全新未删节插图珍藏版！毛姆写给年轻人的梦想之书！满地都是六便士，他却抬头看见了月亮！）","1345636","100","毛姆","浙江文艺出版社","19.90","39.80"
"103","生死疲劳（诺奖得主莫言畅销代表作，六道轮回的想象，灵魂不死的动物）","67445","99.9","莫言","浙江文艺出版社","29.70","66.00"
"104","钱穆谈中国历史文化：中国历史精神","118190","100","钱穆","贵州人民出版社","12.80","26.00"
"105","四五快读 全彩图升级版――幼儿快速识字阅读法（全8册）(让孩子爱上阅读 快乐识字)[精选套装]","454443","99.9","杨其铎","湖南科技出版社","116.20","211.40"
"106","大宇宙  和爸妈游太空  给孩子的手绘天文绘本","159672","100","马劲","北京联合出版有限公司","67.90","79.90"
"107","半小时漫画中国史1-5（全5册）（中国史大结局！笑着笑着，大清就亡了！漫画科普开创者混子哥陈磊新作！）","71056","100","陈磊","海南出版社","109.70","219.50"
"108","悉达多（诺贝尔文学奖得主赫尔曼・黑塞的代表作，德文直译，原版呈现。）","14412","100","赫尔曼・黑塞","民主与建设出版社","34.40","49.80"
"109","山茶文具店（陆定昊诚挚推荐，日本畅销作家小川糸备受好评暖心之作）","156635","100","小川糸","湖南文艺出版社","24.90","49.80"
"110","围城","1175991","99.8","钱钟书","人民文学出版社","22.00","39.00"
"111","放学后（东野圭吾成名作）","326687","100","东野圭吾","南海出版公司","26.50","45.00"
"112","华夏万卷 楷书入门6件套 楷书字帖田英章书钢笔字帖成人学生硬笔书法教程初学者基础字帖(赠控笔训练)","66433","100","田英章","上海交通大学出版社","25.70","66.00"
"113","致我独一无二的宝贝（联合国秘书长安东尼奥・古特雷斯高度评价，母婴育儿大V小土大橙子翻译，荣获独立图书*奖）","91803","100","沙尼・金","湖南美术出版社","18.00","45.00"
"114","人间值得（90岁心理医生恒子奶奶写给生活的哲思小书。十点读书、《读者》2019年度“十大影响力好书”、人民日报力荐2020新年书单。）","536281","100","中村恒子","北京日报出版社","24.90","49.90"
"115","皮囊（400万册纪念版，直面人生的难题，刻在骨头里的故事，容纳一个个既失去家乡又未到达远方的生命）","1229592","99.9","蔡崇达","天津人民出版社","24.90","49.80"
"116","白鹿原（未删节版，央视《读书》推荐，含白鹿原+信任+蚕儿+霞光灿烂的早晨）","119423","99.8","陈忠实","作家出版社","23.10","39.80"
"117","银河帝国：基地（人类历史上不容错过的系列小说。被马斯克用火箭送上太空的科幻神作，百万册珍藏版）（读客科幻文库）","201809","100","艾萨克・阿西莫夫","江苏文艺出版社","22.50","45.00"
"118","孩子读得懂的山海经（共3册）神话+神兽+异人国","172039","100","兰梦醒","北京理工大学出版社","109.50","219.00"
"119","侦探与小偷 （手绘精美插图，金钥匙儿童文学大系）","224627","100","叶永烈","中译出版社（原中国对外翻译出版公司）","12.20","24.80"
"120","花婆婆――清华附小推荐的经典绘本！美国国家图书奖作品！","483463","99.5","芭芭拉库尼","河北教育出版社","19.90","39.80"
"121","人的行为","7279","100","路德维希・冯・米塞斯","上海社会科学院出版社","119.20","148.00"
"122","人间词话（王国维先生的代表作，近代较富盛名的词话著作）","574704","99.9","王国维","北京联合出版公司","14.10","29.80"
"123","苏东坡传（林语堂纪念典藏精装版）","634698","99.9","林语堂","湖南文艺出版社","26.00","52.00"
"124","歪歪兔逆商教育系列图画书合集全20册（儿童情绪与行为引导培养，逆商培养挫折教育，歪歪兔童书馆出品）","357265","99.7","歪歪兔关键期早教项目组","海豚出版社","80.00","160.00"
"125","我爸爸+我妈妈（全2册）――清华附小推荐经典儿童绘本 ！（启发童书馆出品）","811966","99.7","安东尼","河北教育出版社","39.80","79.60"
"126","流俗地（《亚洲周刊》2020年度十大小说，王德威、王安忆、董启章倾力推荐，华语文学的惊喜收获）","7181","100","马来","北京十月文艺出版社","27.50","55.00"
"127","追风筝的人（李雪琴、高圆圆动情推荐，《纽约时报》畅销书榜上榜超100周）","1034289","100","卡勒德・胡赛尼","上海人民出版社","32.40","45.00"
"128","月亮与六便士（精装典藏版，未删节全译+详细详注+12幅高更画作+14幅毛姆照片）","99587","99.9","毛姆","时代文艺出版社","17.00","45.00"
"129","东野圭吾：我的老师是侦探","90777","100","东野圭吾","南海出版公司","19.75","39.50"
"130","理想国（2020全译本，西方哲学的源头，清华大学、北京大学图书馆借阅榜首位）","19878","100","柏拉图","民主与建设出版社","38.60","56.00"
"131","平安小猪（J.K.罗琳新书王者归来，哈利波特后，全新长篇力作，带你进入超乎想象的魔法世界）","29740","100","J.K.罗琳","新星出版社","49.00","68.00"
"132","写给儿童的中国历史（中国孩子的历史启蒙，真正写给孩子看的中国通史，全彩铜版14册）","972013","99.8","陈卫平","新世界出版社","177.50","355.00"
"133","阿Q正传（收录鲁迅《阿Q正传》《狂人日记》《药》等17个中短篇小说）","214308","99.6","鲁迅","北京联合出版公司","9.40","20.00"
"134","霍乱时期的爱情（《百年孤独》作者马尔克斯传世巨著，展示爱情的所有可能）","816304","100","哥伦比亚","南海出版公司","49.60","69.00"
"135","我们的身体","566467","99.9","艾德兰","未来出版社","77.50","155.00"
"136","苏联解体亲历记","5923","100","小杰克・F","上海三联书店","79.00","158.00"
"137","怀孕精选家常菜","56","100","李宁","中国轻工业出版社","24.90","49.80"
"138","心理抚养","58211","100","李玫瑾","上海三联书店","21.00","46.80"
"139","男孩百科--优秀男孩的学习妙招","21938","100","彭凡","化学工业出版社","16.70","25.00"
"140","和爸爸一起科学启蒙绘本（全8册+66个彩蛋，歪歪兔出品）","8581","99.9","关航","海豚出版社","75.00","150.00"
"141","普京传（战争爆发了！和平有多远？西方权威专家解读：普京为什么能？）","2134","99.8","理查德・萨克瓦","国际文化出版公司","34.50","69.00"
"142","儒林外史(56回全本，内容考证、文字句读全新修订版)","310639","99.7","吴敬梓","花山文艺出版社","11.80","25.00"
"143","米小圈上学记一年级（套装共4册）","583618","100","北猫","四川少儿出版社","50.00","100.00"
"144","国际大奖小说・注音版--兔子坡","132985","100","罗素","新蕾出版社","8.00","16.00"
"145","皮特猫・3~6岁好性格养成书：第一辑（共6册）（乐观、积极、开朗……荣获19项大奖的好性格榜样，在美国家喻户晓）","286043","100","艾瑞克・利温","文汇出版社","69.90","139.90"
"146","简爱（英国女作家夏洛蒂・勃朗特的长篇小说，翻译家宋兆霖未删节全译本）","255823","99.7","夏洛蒂勃朗特","作家出版社","14.10","29.80"
"147","我有友情要出租（拼音版）","202900","100","方素珍","新疆青少年出版社","13.20","18.00"
"148","沟通的方法（别怕，沟通是场无限游戏。得到CEO脱不花为你备好的沟通心法，助你在职场上一路开挂）团购电话:4001066666转6","97421","100","脱不花","新星出版社","49.00","69.00"
"149","偷偷藏不住（共2册）","141921","100","竹已","青岛出版社","38.87","59.80"
"150","早起的奇迹","38007","100","哈尔・埃尔罗德","广东人民出版社","19.90","39.80"
"151","梅格时空大冒险・7~14岁儿童文学科幻经典（全5册）银河的裂缝 等5册儿童文学史上家喻户晓、不可逾越的经典","249578","99.9","马德琳・英格","文汇出版社","108.40","216.80"
"152","屁屁侦探思维进阶版 第一辑（精装4册）","48516","100","Troll","二十一世纪出版社","70.00","140.00"
"153","苏菲的世界（平装新版）八年级阅读乔斯坦贾德哲学入门书作家出版社","371909","100","乔斯坦・贾德","作家出版社","28.50","38.00"
"154","没头脑和不高兴（注音版）（简单的故事，不简单的道理）","158798","100","任溶溶","南方出版社","13.30","20.00"
"155","罗生门（芥川龙之介小说集。《人间失格》作者太宰治是芥川的头号书迷）","444071","100","芥川龙之介","时代文艺出版社","14.60","31.00"
"156","小小聪明豆绘本系列:波西和皮普(套装共7册)","97107","100","阿克塞尔・舍夫勒","外语教学与研究出版社","36.50","73.00"
"157","暖房子・屁屁侦探系列（套装共6册）","94047","100","Troll","北京联合出版有限公司","49.80","96.00"
"158","草木生","4771","100","萧十一狼","中国致公出版社","19.20","42.80"
"159","科幻世界・三体(一)","333463","99.9","刘慈欣","重庆出版社","16.50","23.00"
"160","小狗钱钱（套装2册）（附赠免费亲子财商课+理财秘籍思维导图）","202875","100","博多・舍费尔","中信出版社","39.80","79.60"
"161","外婆出租中","24598","100","丽芙・阿巴思诺特","四川文艺出版社","18.90","42.00"
"162","小羊上山儿童汉语分级读物第1级（10册套装）","22166","100","孙蓓","人民邮电出版社","69.00","138.00"
"163","断舍离（2019新版，全新修订50%以上内容）宫崎骏、张德芬、李冰冰的减法哲学","323951","100","山下英子","湖南文艺出版社","22.50","45.00"
"164","东野圭吾：嫌疑人X的献身（易烊千玺、王凯推荐，至为纯粹的爱情，绝好的诡计）","863175","99.6","东野圭吾","南海出版公司","24.10","35.00"
"165","白鹅赶路（手绘精美插图）","12447","100","彭万洲","中译出版社（原中国对外翻译出版公司）","12.20","24.80"
"166","拼音真好玩（全彩6册）（从幼小衔接到一年级，拼音学习启蒙书，附赠超实用拼音全表） 小猛犸童书出品","249895","100","周霞","电子工业出版社","49.50","99.00"
"167","百部红色经典：雷锋日记","13852","99.9","雷锋","北京联合出版有限公司","24.50","49.00"
"168","这就是二十四节气：升级版 全四册(文津图书奖获奖图书，请认准正版，朱永新教授、周成虎院士推荐，畅销500万册)","705458","99.9","高春香","海豚出版社","75.00","150.00"
"169","疯狂的化学 我是学霸 给孩子的趣味化学启蒙绘本","5607","99.9","郭元婕","北京联合出版有限公司","39.00","52.00"
"170","绘本窗边的小豆豆","26223","99.9","黑柳彻子","新星出版社","39.50","79.00"
"171","牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、李现、黄轩、TFBOYS、高圆圆推荐，能改变一个人一生的书）","599023","99.8","保罗・柯艾略","北京十月文艺出版社","24.10","35.00"
"172","少年读徐霞客游记（游中国・地理启蒙，全3册）","57649","100","刘兴诗","青岛出版社","50.00","100.00"
"173","小猪唏哩呼噜(注音版上下)","610504","99.9","孙幼军","春风文艺出版社","23.60","40.00"
"174","走到人生边上――自问自答（增订本）","85023","99.9","杨绛","商务印书馆","40.50","48.00"
"175","一九八四（又译“1984”。奥威尔代表作，反乌托邦杰作之一）","216031","100","乔治・奥威尔","时代文艺出版社","12.50","32.00"
"176","原则 principles 雷・达里奥著 跨年演讲推荐图书 团购电话:4001066666转6","309590","100","瑞・达利欧","中信出版社","67.60","98.00"
"177","人生没什么不可放下：弘一法师的人生智慧（弘一法师彻悟一生的人生真谛，帮你重遇未知的自己，逆袭人生！）","128591","99.7","宋默","团结出版社","27.90","32.80"
"178","小兵张嘎 百年百部经典书系 5-6年级阅读拓展书目，红色经典抗战题材的长篇小说","122694","100","徐光耀","长江少年儿童出版社","10.00","20.00"
"179","愿你慢慢长大（与刘瑜、周国平、冯唐等名家一起开始一场温柔的教养旅程，聊一聊关于教养的真心话，感受孩子成长的真实意义。）","195913","100","刘瑜","北京联合出版有限公司","22.50","45.00"
"180","米小圈脑筋急转弯（第一辑）（套装共4册）","622264","95.1","北猫","四川少儿出版社","32.00","64.00"
"181","沉默的大多数（爱智慧、爱自由、反对愚蠢，读王小波的“上头之选”！依据王小波手稿、生前定稿修订多年讹误，SHOU度以读者视角排定蕞佳阅读顺序。）","316360","100","王小波","北京十月文艺出版社","29.50","59.00"
"182","傲慢与偏见（孙致礼先生翻译，幽默&唯美，豆瓣9.1分译本）","166253","99.9","奥斯丁","西安交通大学出版社","15.60","33.00"
"183","学会爱自己（防性侵，安全意识、行为习惯培养绘本，套装全14册）李佳琦直播推荐","389123","99.8","珊蒂克雷文","青岛出版社","96.00","192.00"
"184","天幕红尘（热播电视剧天道原著畅销遥远的救世主作者豆豆三部曲之一作家出版社）","16715","99.9","豆豆","作家出版社","24.00","48.00"
"185","许三观卖血记（2017精装典藏版，增录新版自序）","49118","100","余华","北京十月文艺出版社","27.20","39.50"
"186","人类群星闪耀时（无删减全译本。《一个陌生女人的来信》作者茨威格的传记杰作，14位时代英雄，14个人类命运攸关的历史时刻）","131020","100","斯蒂芬・茨威格","时代文艺出版社","13.80","28.00"
"187","富爸爸穷爸爸（新版本）当当投资理财类图书！本版随书附赠价值198元的“小白财商在线课程”","520131","100","罗伯特・清崎","四川人民出版社","44.50","89.00"
"188","四个春天（登顶豆瓣2019年度读书榜单中国文学・非小说榜首）","29432","99.9","陆庆屹","南海出版公司","24.50","49.00"
"189","臣服实验","20958","100","迈克・A","南京大学出版社","22.50","45.00"
"190","影响力（全新升级版）2021新版 “影响力教父”罗伯特・西奥迪尼新作","301981","100","罗伯特・西奥迪尼","北京联合出版有限公司","60.00","99.90"
"191","我们仨（新版）","1522024","99.8","杨绛","生活.读书.新知三联书店","21.00","28.00"
"192","中国历代政治得失 钱穆（新校本）","218151","99.8","钱穆","九州出版社","12.00","16.00"
"193","如果历史是一群喵9・五代十国篇","38504","100","肥志","广东旅游出版社","40.70","59.80"
"194","美国儿科学会育儿百科（第7版）","381282","100","塔尼娅・奥尔特曼","北京科学技术出版社","64.80","108.00"
"195","不一样的卡梅拉手绘本（1-12册）","888173","99.7","克利斯提昂","２１世纪出版社","60.00","120.00"
"196","郑渊洁四大名传：皮皮鲁传","408761","99.4","郑渊洁","浙江少年儿童出版社","13.00","29.00"
"197","小熊宝宝绘本（简装全15册）蒲蒲兰经典绘本！新手妈妈的育儿宝典！(0-3岁)","1008042","99.7","佐佐木洋子","新世纪出版社","48.00","96.00"
"198","新版林格伦作品选集・美绘版 长袜子皮皮","583711","99.9","阿斯特丽德・林格伦","中国少年儿童出版社","18.20","23.00"
"199","古汉语常用字字典(第5版)新版商务印书馆 王力古汉语字典词典文言文工具书汉语中学生小学生教辅工具书实用工具书","429351","99.9","王力","商务印书馆","34.00","39.90"
"200","刘擎西方现代思想讲义（奇葩说导师、得到App主理人刘擎讲透西方思想史，马东、罗振宇、陈嘉映、施展力荐）","85729","100","刘擎","新星出版社","62.40","79.00"
"201","双城记（狄更斯经典代表作，逝世150周年纪念版！翻译泰斗宋兆霖权威译本。）","41504","99.9","查尔斯・狄更斯","台海出版社","34.40","49.80"
"202","哈利・波特（套装1-7册） (平装)《语文》教材推荐阅读书目，外国儿童文学经典，新英国版封面平装版","389111","99.7","J.K.罗琳","人民文学出版社","271.60","438.00"
"203","理想国","264057","99.7","柏拉图","中国华侨出版社","15.70","35.00"
"204","草房子：六年级推荐课外阅读书/曹文轩纯美小说系列","498528","99.9","曹文轩","江苏凤凰少年儿童出版社","11.00","22.00"
"205","月亮和六便士（毛姆代表作之一，全新导读+无删节详注版）","589779","99.9","毛姆","时代文艺出版社","12.70","27.00"
"206","大国的崩溃：苏联解体的台前幕后 新修订版（苏联解体时，已经埋下俄乌冲突的祸根！颠覆我们对苏联解体的一贯认知！美国总统图书馆绝密档案公开）","74520","99.9","沙希利・浦洛基","天地出版社","34.00","68.00"
"207","十二生肖的故事――首届丰子恺儿童图画书奖得主  赖马作品！","129371","100","赖马","河北教育出版社","22.90","45.80"
"208","100层的房子系列（全4册，《100层的房子》+《地下100层的房子》+《海底100层的房子》+《天空100层的房子》）","217652","100","岩井俊雄","北京科学技术出版社","78.00","156.00"
"209","把妈妈的话装进耳朵里","120071","100","玛尔塔・帕拉雷斯","北京科学技术出版社","19.50","39.00"
"210","房思琪的初恋乐园 （豆瓣9.2高分！数百万读者强烈共鸣的文学绝唱）","468889","100","林奕含","北京联合出版有限公司","45.00","45.00"
"211","这么好玩的物理 我是学霸 给孩子的物理启蒙科普绘本","4847","99.9","项华","北京联合出版有限公司","39.00","52.00"
"212","慢一点也没关系（内卷时代的避坑指南）","31475","100","比利时","四川文艺出版社","17.90","39.80"
"213","国际大奖小说――亲爱的汉修先生","357920","100","贝芙莉・克莱瑞","新蕾出版社","12.00","20.00"
"214","草房子（当当网定制版）","387382","99.3","曹文轩","天天出版社有限责任公司","12.50","25.00"
"215","愿望的实现（手绘精美插图，亚洲诺贝尔文学奖得主泰戈尔代表作之一）","39005","100","泰戈尔","浙江工商大学出版社","9.90","19.80"
"216","10分钟爱上数学 我是学霸 培养孩子的学霸数学思维","3144","100","项华","北京联合出版有限公司","39.00","52.00"
"217","罗尔德・达尔作品典藏 查理和巧克力工厂","346152","99.9","罗尔德・达尔","明天出版社","11.00","22.00"
"218","贪婪的多巴胺（爱情、欲望、精神、未来，是的，多巴胺都能做到！人类的未来，或许就写在这小小的欲望分子中）","4738","100","丹尼尔・利伯曼","中信出版社","44.25","59.00"
"219","（新版）吃书的狐狸系列（畅销百万册，关于阅读与写作的启蒙童话）（全3册）","63689","99.7","弗朗齐斯卡・比尔曼","北京科学技术出版社","59.70","119.40"
"220","悲惨世界（法国大文豪雨果“命运三部曲”之一，未删节全译版）","94547","99.9","维克多・雨果","作家出版社","41.40","88.00"
"221","全员嫌疑人（本以为真相水落石出，没想到真凶另有其人！大山诚一郎专注于多重反转的烧脑神作！）（读客悬疑文库）","12853","99.9","大山诚一郎","河南文艺出版社","21.00","42.00"
"222","我不敢说，我怕被骂――邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！","522306","100","皮姆","北京联合出版公司","19.90","39.80"
"223","意林青年励志馆22--有目标的人在奔跑，没目标的人在流浪","14869","100","意林","吉林摄影出版社","13.40","29.90"
"224","和爸妈游中国 给孩子的手绘中国地理绘本","99745","99.9","黄宇","明天出版社","67.90","79.90"
"225","银火箭少年科幻系列・第1辑（8册。“雨果奖”得主、三体作者刘慈欣主编，套装内作者作品曾获银河奖特等奖等多项国际大奖）","633504","100","刘慈欣","浙江教育出版社","99.00","256.00"
"226","Hello机器人 我是学霸 给孩子的科技启蒙趣味绘本","5033","100","项华","北京联合出版有限公司","39.00","52.00"
"227","半小时漫画历史系列（共7册）中国史1-5+世界史1-2（看半小时漫画，通古今中外历史！混子哥新作！附赠定制版时间轴）","169865","100","陈磊.半小时漫画团队","文汇出版社","154.60","309.30"
"228","天堂旅行团（当当专享寄语印签环衬+精编小册子，继《全世界》《云边》之后，张嘉佳新书2021全新长篇力作）","71329","100","张嘉佳","湖南文艺出版社","33.10","48.00"
"229","学习高手（90后哈佛耶鲁高分毕业生超实用学习法）","157890","100","李柘远","北京联合出版有限公司","55.00","55.00"
"230","这就是物理（函套10册）","196613","100","约瑟夫・米森","北京理工大学出版社","100.00","200.00"
"231","哈利・波特与密室  (平装)（《语文》教材推荐阅读书目，外国儿童文学经典，新英国版封面平装版）","122749","99.9","J.K.罗琳","人民文学出版社","26.70","43.00"
"232","民国往事","181664","99.1","萨沙","北京联合出版公司","7.00","18.00"
"233","刀锋（毛姆经典哲思之作，苏州大学方华文教授全新修订&详细注释本）","60396","99.8","毛姆","时代文艺出版社","18.70","38.00"
"234","海蒂怀孕大百科（全新第5版，  百万育儿大V大J小D、年糕妈妈推荐！）","70715","99.9","海蒂・麦考夫","南海出版公司","34.00","68.00"
"235","中国国家地理精华 图说天下 国家地理","21736","99.7","图说天下.国家地理","北京联合出版公司","7.70","19.90"
"236","活法","349048","99.8","稻盛和夫","东方出版社","22.80","38.00"
"237","哈利・波特与死亡圣器  (平装)（《语文》教材推荐阅读书目，外国儿童文学经典，新英国版封面平装版）","160201","99.9","J.K.罗琳","人民文学出版社","46.50","75.00"
"238","普京大传：活着，就为了改变俄罗斯","7059","100","林志强","华中科技大学出版社","21.40","49.80"
"239","复活（精装大开本，托尔斯泰三部曲之一，草婴翻译，无删节全译本）","34770","99.9","列夫・托尔斯泰","时代文艺出版社","34.40","73.00"
"240","秋园（女性版《活着》，80岁素人作家不朽名篇，横扫国内十二项文学大奖）","28579","100","杨本芬","北京联合出版有限公司","19.00","38.00"
"241","半小时漫画宇宙大爆炸（半小时读完138亿年宇宙史，一口气搞懂大爆炸、奇点、黑洞、引力波、暗物质……混子哥陈磊新作！）","17703","100","陈磊・半小时漫画团队","浙江科学技术出版社","24.50","49.00"
"242","理解人性（成熟不是看懂事情，而是看透人性。）","60688","100","阿德勒","水利水电出版社","39.10","46.00"
"243","第七天（2018版）","488515","99.8","余华","新星出版社","27.20","39.50"
"244","下雨的书店（全4册）","58883","100","日向理惠子","新星出版社","66.50","133.00"
"245","米小圈上学记二年级（套装共4册）","397431","100","北猫","四川少儿出版社","50.00","100.00"
"246","用孩子的逻辑，化解孩子的情绪（一本从事幼教20年从未动怒的优雅教养书！言传身教帮助父母走出情绪恶性循环！范玮琪好评推荐！）","39895","100","郑婉瑜","天地出版社","18.00","36.00"
