userid,movieid,score
44,780,3.8981167838162367
44,1073,3.404511018439552
44,32,3.102875225806325
44,1,3.0803011878347744
44,141,3.0770852285759154
44,1356,2.96420933755724
44,788,2.5746394852505916
44,653,2.4074458165376655
44,784,2.1056581214513623
44,5,2.062168299372913
45,2028,5.205254591619331
45,608,4.933249729262107
45,1682,4.65840642954269
45,2683,4.640791612906989
45,316,4.622881696029726
45,2115,4.540805008423109
45,1240,4.324718652737515
45,356,4.302473695494092
45,2706,4.228508965835301
45,47,4.037268797223209
46,592,6.454437093496038
46,150,6.195954807117306
46,434,5.997554422519156
46,161,5.559342080151774
46,47,5.173692725216407
46,316,5.130266198745493
46,296,5.098556209080625
46,318,4.8553086164689745
46,185,4.769316025544859
46,231,4.758677978711663
47,4306,2.3830454800950434
47,1704,2.335018376597737
47,2571,2.252616587426239
47,296,2.212542411115039
47,4995,2.0563058408276325
47,1682,1.9923714143484976
47,1193,1.9637407362338881
47,79132,1.9499487166885794
47,58559,1.7912566832637034
47,7153,1.7785673295013797
48,1196,2.141647174314309
48,1210,1.989502019451763
48,32,1.850613012478607
48,4306,1.840638999807535
48,589,1.7051176479552854
48,1200,1.6955815425273604
48,1198,1.6770665758069023
48,356,1.6653100175582916
48,5952,1.6563197509332508
48,3793,1.6035240054077313
49,2571,2.836867566651612
49,2959,1.7258679494539855
49,4993,1.6769591892376543
49,356,1.4498656377586456
49,1198,1.419463707616977
49,91529,1.3949671643674135
49,58559,1.2839052748998754
49,593,1.2807464243996247
49,589,1.273659768338585
49,7153,1.2429144466840305
50,260,2.758209028524745
50,7153,2.734251056353189
50,1732,2.5793546626826576
50,1193,2.4474255968974234
50,6539,2.290187441135111
50,68954,2.2782050619546834
50,32587,2.255047542731427
50,5952,2.254263453895163
50,91529,2.246030284902212
50,480,2.151128474686558
51,1240,3.1672481427604895
51,1210,3.1235281325292514
51,1200,3.0005847715280836
51,588,2.997321980996957
51,2571,2.9952124632304593
51,2985,2.986534315418183
51,10,2.9864316355848874
51,2115,2.9857450426357284
51,780,2.9826826484038604
51,1265,2.842482964207876
52,7153,3.6161111344047296
52,318,2.7687494235247114
52,51255,2.765333552662599
52,109374,2.760548674819628
52,6539,2.7574790302080276
52,58559,2.747369476606076
52,59315,2.724141598110628
52,70286,2.7094884874605114
52,4993,2.5861727384773356
52,3578,2.57797324573894
53,593,0.7278348937369156
53,50,0.6973591434721315
53,527,0.6658974401093365
53,318,0.5094093149972228
53,356,0.45203554025335985
53,608,0.428727762404804
53,480,0.42523433913669195
53,780,0.413874059908806
53,296,0.407570934126893
53,849,0.40714673072092256
54,434,5.119554285037768
54,364,4.913385530239027
54,349,4.8784924557486375
54,380,4.81859157232599
54,165,4.763627934484053
54,153,4.742059768605397
54,185,4.511754646508238
54,344,4.484027319294666
54,208,4.417992966693891
54,539,4.366406736840422
55,527,1.0919647588146872
55,858,0.9457522577693712
55,377,0.928442626982375
55,457,0.8863867799024192
55,110,0.8846225082437974
55,2571,0.8510046892175855
55,2353,0.819412237459175
55,1732,0.8174515502954444
55,318,0.8087767442940542
55,33794,0.7786039552365552
56,150,7.627292329002684
56,380,7.196523974540642
56,349,5.828341065343757
56,165,5.820028869205573
56,110,5.469064643238379
56,588,5.458606104638639
56,593,4.820300834824646
56,590,4.818797799513754
56,208,4.6125737535032885
56,34,4.5325283564902215
57,1291,4.901895354962789
57,1196,4.372302289430587
57,592,4.32371884352771
57,1198,4.323251325955708
57,1375,4.092415009369578
57,50,4.055853949394348
57,1265,4.037903094247446
57,1097,3.9686837990596393
57,367,3.780384667310747
57,1270,3.7756431002677453
58,592,6.9643648540447005
58,380,6.138098311709119
58,350,5.621830808644842
58,434,5.245573918392441
58,329,5.224593186900288
58,316,5.216517763670662
58,10,5.203550778493426
58,364,5.190894889725468
58,500,5.154471927315398
58,2,4.434052877977696
59,457,2.838056455285313
59,1198,2.568180308439801
59,1214,2.5348978123794996
59,1200,2.5293698236222215
59,356,2.482042674515576
59,908,2.3437749225332416
59,1304,2.3036399222433186
59,1221,2.0709977627213525
59,1193,2.03909754492358
59,1356,1.9884472511479574
60,79132,1.390382776801824
60,296,1.2410953948627004
60,2959,1.240106154647569
60,260,1.205979454671788
60,1221,1.1342257267965168
60,356,1.0958566419851445
60,4226,1.0545419508316938
60,2571,1.0466934230996616
60,593,0.9240123184687692
60,527,0.8582203275624745
61,296,2.529196225851353
61,858,2.3371522512162435
61,5952,2.221391938389274
61,2959,2.1425140091303607
61,2329,2.0841887332575664
61,47,2.0628510287788266
61,1136,2.00903609038348
61,778,1.962986300467697
61,4993,1.9551902506148955
61,1193,1.9159774890931478
62,48394,4.0214261151119155
62,6377,3.85814463864557
62,89745,3.8342370138601916
62,4896,3.8283011944048124
62,122904,3.781304372090488
62,69844,3.539400160697099
62,51255,3.501481327788568
62,6365,3.4852258202406015
62,68954,3.2879208673360756
62,5418,3.255068307492377
63,2571,4.439542443814264
63,608,4.222849816824581
63,6539,4.128402378977679
63,8961,3.9251234622116815
63,367,3.867357960067184
63,2028,3.7025862037432287
63,59315,3.620829873130012
63,2762,3.590391520578341
63,8360,3.571600411092624
63,1197,3.5707573822874563
64,2329,5.357675863096412
64,4306,5.331949713750912
64,2628,5.315088790097362
64,2985,5.074618032808982
64,1527,5.067105338931683
64,5349,5.059011302020734
64,2115,5.041477229071902
64,2011,4.795711445250012
64,5378,4.766075556560843
64,586,4.728705481900134
65,318,3.771874421153031
65,2571,2.307849952905488
65,593,2.234487927506454
65,91529,2.0061088285299458
65,59315,2.00041241745773
65,356,1.9031235110097793
65,5952,1.8864866833925265
65,1196,1.804889258959589
65,260,1.80394457936497
65,68157,1.7894504936592657
66,1136,3.9037169771331564
66,1196,3.872718116908916
66,588,3.690923361382357
66,2028,3.635604913418801
66,2115,3.6200002958505033
66,47,3.454569202089164
66,1485,3.4229232952203517
66,2683,3.418121438820286
66,1682,3.4178299704846737
66,3996,3.407518095889932
67,1196,3.2062391368591334
67,593,2.925824778773267
67,5952,2.7606578575221747
67,110,2.7466610242621288
67,356,2.6331041202322534
67,260,2.6003408585087024
67,527,2.4183322181922993
67,1198,2.298403841497678
67,296,2.2852021579606525
67,2762,2.1296005068318307
68,33794,6.056174234843323
68,50,6.055225702779492
68,2628,5.7047784281109415
68,5989,5.695470311312075
68,1517,5.691202719260458
68,2716,5.660809721055623
68,500,5.347191105682642
68,2918,5.3345770597096145
68,1580,5.332056359638845
68,6373,5.323628274615272
69,260,2.525294937461279
69,1198,2.1237945927453525
69,2762,1.9524491205737902
69,3578,1.8172653393361216
69,150,1.8064117881077302
69,110,1.7964470933626142
69,7153,1.7812737914955081
69,778,1.7720067410731375
69,318,1.7542010034730287
69,480,1.7537255767841335
70,593,2.0692795974160605
70,608,1.7743473231041815
70,2762,1.743074405070424
70,480,1.5739714564450826
70,2959,1.570955234870002
70,260,1.568386333053911
70,296,1.5359043753924257
70,1221,1.4152682619675583
70,1196,1.3854258372688857
70,2028,1.3710235298283695
71,32,4.1362338737995294
71,141,3.996863014271164
71,786,3.5140639176027655
71,653,2.711623598545494
71,5,2.5268985718004338
71,6,2.425930422015653
71,104,2.278807092717255
71,784,2.2669643933700745
71,25,2.122362305698968
71,661,2.0618660278846805
72,480,3.761877298349532
72,592,3.4347399831938006
72,589,3.217690827904152
72,454,2.8528587506455514
72,349,2.832132051388772
72,367,2.544941996820295
72,380,2.5368877517391937
72,288,2.3727312173849917
72,296,2.1737196438289264
72,595,2.1008784791100186
73,318,3.500808042330845
73,4306,3.314564279921469
73,88125,3.290143156553674
73,7153,3.2676735392243534
73,51662,3.1149117883396054
73,8368,3.100117873687891
73,69122,3.0888409668169756
73,4963,2.8665259005136363
73,44191,2.838870392382431
73,356,2.8340949926493235
74,858,1.7889809418006462
74,318,1.5113481846226224
74,50,1.4764259125635526
74,2858,1.4760977775858348
74,778,1.3467530799785417
74,1089,1.3391069440595058
74,2959,1.2633529341242435
74,1222,1.2530040661386639
74,293,1.2459925461803152
74,750,1.2307595906289095
75,589,2.6992374849623135
75,1210,2.616478319770532
75,260,2.3012233972324925
75,1036,2.238678803059942
75,1580,1.8078634418121426
75,3578,1.750826816388769
75,593,1.722485950712376
75,2628,1.6666393868860836
75,1097,1.6366564112202975
75,858,1.636356379675873
76,2329,3.5282077295174745
76,4993,3.2605866720125043
76,1193,3.064101835217766
76,5952,2.9993978023349004
76,1196,2.994892060001991
76,50,2.9719643764974104
76,3949,2.572454110684791
76,2571,2.5396996230150752
76,2028,2.5263554659828684
76,48516,2.5152806725595824
77,318,3.667390589259132
77,2959,3.5693434501332537
77,5952,2.9592696081389263
77,356,2.721420037266458
77,2571,2.667953943715248
77,593,2.360757319393919
77,47,2.1864368832538763
77,2329,2.0613194140373983
77,50,1.9359471668198163
77,3949,1.8907864341536327
78,110,3.251778727263787
78,592,2.728936487695127
78,296,2.3685323423302065
78,457,2.2777055874548555
78,153,2.2400468125882815
78,231,2.201078411661586
78,349,2.0378913912485874
78,316,1.975484764498506
78,588,1.935931638295171
78,10,1.9242730297368889
79,1198,2.6133338333568426
79,1221,1.8510166238363415
79,110,1.6890076631226063
79,1036,1.6435467952203093
79,858,1.6217240757064086
79,457,1.549210562179149
79,1214,1.5373206474927863
79,1097,1.477248871155652
79,356,1.4431480947952866
79,2028,1.399622968827718
80,48780,3.2353410271365286
80,5952,3.1753596857260225
80,5445,3.0891716578046258
80,296,2.8274481258156796
80,7153,2.665326652177517
80,4306,2.603195216114778
80,260,2.568347285555519
80,1089,2.4583715192470423
80,8961,2.444129143370483
80,356,2.4204175278466953
81,161,6.313872777219688
81,434,5.7588506915612765
81,380,5.3327010362934
81,292,5.087228467849278
81,296,5.023626755047804
81,153,4.994991062079322
81,454,4.9243119880609205
81,318,4.9000607433956045
81,110,4.66389487740715
81,185,4.461253322393678
82,780,4.013362547331172
82,1240,3.786401342030578
82,2028,3.7407840424683565
82,2762,3.596684831524999
82,500,3.595598185542019
82,2683,3.5791872289009534
82,1682,3.573558083058219
82,150,3.5706355380411154
82,296,3.4644221384771794
82,2858,3.3149214991824816
83,2959,3.4452463249840037
83,8961,2.983355612566197
83,47,2.8582250420393005
83,296,2.819304869210827
83,4886,2.7581957303525053
83,1,2.7463848779246773
83,2329,2.6296492043393216
83,1196,2.607026619223973
83,7438,2.5956919324376537
83,593,2.3985856252762803
84,318,3.5978922306816763
84,110,3.253562223942007
84,480,3.196158657844244
84,32,2.806864940391844
84,589,2.788856444081107
84,151,2.7737412736686085
84,597,2.6820377249871266
84,588,2.539963400217181
84,349,2.5090422266367103
84,364,2.50846333062085
85,318,1.1371986212739515
85,2571,1.0545768731843164
85,593,0.979280317915145
85,2028,0.7219561456708595
85,356,0.6361903156870636
85,457,0.6341050251626977
85,50,0.6316349425954747
85,2858,0.5393345748813037
85,296,0.5322681095285751
85,858,0.5273704161026159
86,2571,3.6957802708097782
86,593,2.443038546590723
86,296,2.4282812868029295
86,8961,2.350210365377231
86,4226,2.341689940472215
86,49272,2.331589582441545
86,33493,2.308161869912921
86,1198,2.3074967937077866
86,7438,2.286601716513234
86,47,2.2823423495321387
87,2959,0.6000171420532657
87,7361,0.5875093077303971
87,293,0.5742957942108268
87,356,0.5551487523932536
87,4973,0.4774129312177612
87,260,0.45958389971302904
87,3996,0.4501128468514913
87,4878,0.43192424279755065
87,7147,0.42755171344726045
87,364,0.4224531899360129
88,2959,2.452583077275332
88,4993,2.2565387209548535
88,7153,2.250100940790352
88,59315,2.2098139912100976
88,6539,2.116590213186788
88,8961,2.0618829658967117
88,33794,2.051631855317538
88,858,2.048577328555784
88,2571,1.9626430568892541
88,1682,1.9530727062568065
89,35836,1.690047919530584
89,2858,1.6343288264142146
89,6539,1.6167861416724933
89,1682,1.5637079840127197
89,4306,1.4502516941752859
89,5816,1.4065847527844877
89,4963,1.3963901379430665
89,45722,1.383171699169257
89,51662,1.358787271985991
89,6874,1.3473660029543593
90,648,4.10987263701396
90,736,2.8829148694908735
90,733,2.3883470547615455
90,628,2.16226628139519
90,95,2.1539351873363164
90,786,2.1053185616842542
90,62,2.0228145115362404
90,5,1.8886014205310346
90,653,1.8542271958844943
90,6,1.830656076100675
91,589,5.4662511398817575
91,2762,5.178330185366503
91,780,5.113751753584834
91,1265,4.790569708264006
91,2858,4.768713838292104
91,1291,4.263687752740364
91,480,4.240459045126587
91,541,4.228569288134474
91,593,4.226023098038951
91,3147,4.0163619891419495
92,7293,0.8652616043974353
92,296,0.6894441665585633
92,594,0.6854724762516854
92,3301,0.6828298387892605
92,1,0.6827374232069576
92,588,0.668903901601773
92,1073,0.6503903864607108
92,780,0.648203332510106
92,4306,0.6160253376219259
92,5816,0.6152915460275066
93,592,3.228908200590219
93,589,3.021601833217334
93,185,2.7783420297633556
93,780,2.774410432547059
93,597,2.7471121613144507
93,457,2.5698594077871313
93,356,2.5511173324207395
93,32,2.5460268601269704
93,165,2.5106590622240885
93,208,2.303229237316091
94,150,6.908446287675316
94,588,6.54944546265158
94,590,5.527781969901875
94,292,5.185939117907094
94,480,5.125033892128071
94,349,5.036302818725316
94,595,5.007116636357874
94,253,4.75465875584589
94,364,4.659025887545416
94,454,4.6582976335359705
95,47,2.724038462376651
95,318,2.7081731373622477
95,589,2.6158473966203726
95,2683,2.5793973288260856
95,780,2.5417120116594867
95,356,2.536487260059462
95,316,2.5242090389841625
95,1222,2.3617740274716663
95,4993,2.3403462415586858
95,1197,2.328766295673199
96,356,2.915749157547433
96,32,2.48867395138361
96,1196,2.253748500297479
96,1291,2.134090930128557
96,318,2.072965563800891
96,208,2.0539902615091443
96,1198,2.0364896821024008
96,592,1.9783364351397938
96,1527,1.9173605684128041
96,2762,1.913866239423605
97,5952,1.967619613320182
97,1196,1.8028166437492237
97,356,1.6347248018703726
97,110,1.6226031630691562
97,318,1.617925370430097
97,3578,1.5868545832225351
97,2628,1.51029391743345
97,7153,1.455291670355335
97,4886,1.4468032315944235
97,1291,1.4428890894912993
98,2959,2.565214456067215
98,58559,2.4701173921663546
98,2762,2.3531234747780054
98,318,2.322844149022444
98,72998,2.2741679954069953
98,5952,2.205098768601749
98,1198,2.134086158148204
98,2571,2.122834759022811
98,4993,2.1144885339691926
98,109374,1.9276236773906235
99,592,5.284829976231167
99,457,4.58207596137607
99,434,4.421387322352175
99,110,3.966826321923803
99,590,3.9012021172093734
99,454,3.8914782872281677
99,296,3.8456957940592114
99,432,3.681628821591988
99,588,3.6056529123334458
99,595,3.574406508357252
100,780,3.0050745073752356
100,356,2.9376113003672355
100,588,2.637032389194799
100,150,2.6337502161204394
100,919,2.5890027829600197
100,586,2.457707127554161
100,1,2.4443899738970285
100,500,2.4410306056881748
100,39,2.428914007556002
100,2762,2.421021365779541
101,2683,1.6782205963859231
101,2770,1.6087254308155052
101,3578,1.6003190355031092
101,260,1.578745219990166
101,223,1.5774238573092862
101,1270,1.5128238954956983
101,2724,1.46960141948666
101,2763,1.4641342347745179
101,2762,1.4436880598898698
101,296,1.3872425010157925
102,349,5.579643818911663
102,344,5.500271051914177
102,296,5.477862339418945
102,367,4.727141812505224
102,10,4.6281431446871535
102,292,4.626066636588176
102,34,4.621898867562374
102,110,4.315136936235119
102,47,4.255291438524173
102,208,4.249565667278848
103,1196,4.4799982065912305
103,318,4.469509003833576
103,47,4.4636527864082245
103,1270,3.7120933111672083
103,588,3.6292542186251904
103,780,3.5950695993672968
103,44191,3.4375096483025556
103,7438,3.4288539759247607
103,1,3.40506889189522
103,150,3.2365749186305126
104,7153,3.1000789986387884
104,8368,2.997988631036807
104,1210,2.9713067994598665
104,318,2.9501544659892263
104,45722,2.9476843087482614
104,364,2.94263576124685
104,4022,2.8169393252664325
104,919,2.793457786575386
104,480,2.7663052642833157
104,1682,2.765875232058789
105,58559,3.9414993407823933
105,5952,3.70843745335424
105,88125,3.464095095677269
105,48780,3.4265573866477874
105,1682,3.416060986410698
105,8961,3.1857798866118325
105,6539,3.1542476740496097
105,593,3.146322767572066
105,57669,3.131464587779283
105,5349,3.118167029153331
106,4993,3.656251473843663
106,4306,2.214695007556146
106,4896,2.1241139567511604
106,356,2.084722897443219
106,79132,2.0091553946476055
106,59315,1.8820268975141325
106,260,1.8300432228187704
106,5816,1.8189388456070552
106,60069,1.7796767861937914
106,54001,1.7707638533487189
107,434,5.07061045151061
107,592,5.006907175957161
107,380,4.944114132380914
107,344,4.847143572118494
107,292,4.682281187424922
107,161,4.64424017102438
107,588,4.319376964763039
107,595,3.6628287041543492
107,356,3.483701597634517
107,410,3.235340283030224
108,318,1.5592310028226655
108,50,1.44768265239385
108,4993,1.4463801710793136
108,32,1.2638057596644086
108,296,1.2359026731215623
108,1,1.2350789849995243
108,356,1.234856989910196
